Breakpoint 1 at 0x411854
Starting program: /challenge/integration-cimg-screenshot-win < exploit.cimg

Breakpoint 1, 0x0000000000411854 in handle_1337 ()
Dump of assembler code for function win:
   0x0000000000401576 <+0>:	endbr64
   0x0000000000407467 <+24305>:	mov    edi,DWORD PTR [rax]
   0x0000000000407469 <+24307>:	call   0x401280 <strerror@plt>
   0x000000000040746e <+24312>:	mov    edi,0x1
   0x0000000000407473 <+24317>:	lea    rsi,[rip+0xac2f]        # 0x4120a9
   0x000000000040747a <+24324>:	mov    rdx,rax
   0x000000000040747d <+24327>:	xor    eax,eax
   0x000000000040747f <+24329>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407484 <+24334>:	or     edi,0xffffffff
   0x0000000000407487 <+24337>:	call   0x401260 <exit@plt>
   0x000000000040748c <+24342>:	movsxd rdx,eax
   0x000000000040748f <+24345>:	mov    rsi,rbp
   0x0000000000407492 <+24348>:	mov    edi,0x1
   0x0000000000407497 <+24353>:	call   0x4011a0 <write@plt>
   0x000000000040749c <+24358>:	lea    rdi,[rip+0xacb1]        # 0x412154
   0x00000000004074a3 <+24365>:	call   0x401190 <puts@plt>
   0x00000000004074a8 <+24370>:	lea    rdi,[rip+0xab55]        # 0x412004
   0x00000000004074af <+24377>:	xor    esi,esi
   0x00000000004074b1 <+24379>:	xor    eax,eax
   0x00000000004074b3 <+24381>:	call   0x401250 <open@plt>
   0x00000000004074b8 <+24386>:	mov    edi,eax
   0x00000000004074ba <+24388>:	test   eax,eax
   0x00000000004074bc <+24390>:	jns    0x4074f2 <win+24444>
   0x00000000004074be <+24392>:	call   0x401180 <__errno_location@plt>
   0x00000000004074c3 <+24397>:	mov    edi,DWORD PTR [rax]
   0x00000000004074c5 <+24399>:	call   0x401280 <strerror@plt>
   0x00000000004074ca <+24404>:	lea    rsi,[rip+0xab39]        # 0x41200a
   0x00000000004074d1 <+24411>:	mov    edi,0x1
   0x00000000004074d6 <+24416>:	mov    rdx,rax
   0x00000000004074d9 <+24419>:	xor    eax,eax
   0x00000000004074db <+24421>:	call   0x401230 <__printf_chk@plt>
   0x00000000004074e0 <+24426>:	call   0x4011e0 <geteuid@plt>
   0x00000000004074e5 <+24431>:	test   eax,eax
   0x00000000004074e7 <+24433>:	je     0x4015d9 <win+99>
   0x00000000004074ed <+24439>:	jmp    0x4015c1 <win+75>
   0x00000000004074f2 <+24444>:	mov    edx,0x100
   0x00000000004074f7 <+24449>:	mov    rsi,rbp
   0x00000000004074fa <+24452>:	call   0x401200 <read@plt>
   0x00000000004074ff <+24457>:	test   eax,eax
   0x0000000000407501 <+24459>:	jg     0x40752d <win+24503>
   0x0000000000407503 <+24461>:	call   0x401180 <__errno_location@plt>
   0x0000000000407508 <+24466>:	mov    edi,DWORD PTR [rax]
   0x000000000040750a <+24468>:	call   0x401280 <strerror@plt>
   0x000000000040750f <+24473>:	mov    edi,0x1
   0x0000000000407514 <+24478>:	lea    rsi,[rip+0xab8e]        # 0x4120a9
   0x000000000040751b <+24485>:	mov    rdx,rax
   0x000000000040751e <+24488>:	xor    eax,eax
   0x0000000000407520 <+24490>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407525 <+24495>:	or     edi,0xffffffff
   0x0000000000407528 <+24498>:	call   0x401260 <exit@plt>
   0x000000000040752d <+24503>:	movsxd rdx,eax
   0x0000000000407530 <+24506>:	mov    rsi,rbp
   0x0000000000407533 <+24509>:	mov    edi,0x1
   0x0000000000407538 <+24514>:	call   0x4011a0 <write@plt>
   0x000000000040753d <+24519>:	lea    rdi,[rip+0xac10]        # 0x412154
   0x0000000000407544 <+24526>:	call   0x401190 <puts@plt>
   0x0000000000407549 <+24531>:	lea    rdi,[rip+0xaab4]        # 0x412004
   0x0000000000407550 <+24538>:	xor    esi,esi
   0x0000000000407552 <+24540>:	xor    eax,eax
   0x0000000000407554 <+24542>:	call   0x401250 <open@plt>
   0x0000000000407559 <+24547>:	mov    edi,eax
   0x000000000040755b <+24549>:	test   eax,eax
   0x000000000040755d <+24551>:	jns    0x407593 <win+24605>
   0x000000000040755f <+24553>:	call   0x401180 <__errno_location@plt>
   0x0000000000407564 <+24558>:	mov    edi,DWORD PTR [rax]
   0x0000000000407566 <+24560>:	call   0x401280 <strerror@plt>
   0x000000000040756b <+24565>:	lea    rsi,[rip+0xaa98]        # 0x41200a
   0x0000000000407572 <+24572>:	mov    edi,0x1
   0x0000000000407577 <+24577>:	mov    rdx,rax
   0x000000000040757a <+24580>:	xor    eax,eax
   0x000000000040757c <+24582>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407581 <+24587>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407586 <+24592>:	test   eax,eax
   0x0000000000407588 <+24594>:	je     0x4015d9 <win+99>
   0x000000000040758e <+24600>:	jmp    0x4015c1 <win+75>
   0x0000000000407593 <+24605>:	mov    edx,0x100
   0x0000000000407598 <+24610>:	mov    rsi,rbp
   0x000000000040759b <+24613>:	call   0x401200 <read@plt>
   0x00000000004075a0 <+24618>:	test   eax,eax
   0x00000000004075a2 <+24620>:	jg     0x4075ce <win+24664>
   0x00000000004075a4 <+24622>:	call   0x401180 <__errno_location@plt>
   0x00000000004075a9 <+24627>:	mov    edi,DWORD PTR [rax]
   0x00000000004075ab <+24629>:	call   0x401280 <strerror@plt>
   0x00000000004075b0 <+24634>:	mov    edi,0x1
   0x00000000004075b5 <+24639>:	lea    rsi,[rip+0xaaed]        # 0x4120a9
   0x00000000004075bc <+24646>:	mov    rdx,rax
   0x00000000004075bf <+24649>:	xor    eax,eax
   0x00000000004075c1 <+24651>:	call   0x401230 <__printf_chk@plt>
   0x00000000004075c6 <+24656>:	or     edi,0xffffffff
   0x00000000004075c9 <+24659>:	call   0x401260 <exit@plt>
   0x00000000004075ce <+24664>:	movsxd rdx,eax
   0x00000000004075d1 <+24667>:	mov    rsi,rbp
   0x00000000004075d4 <+24670>:	mov    edi,0x1
   0x00000000004075d9 <+24675>:	call   0x4011a0 <write@plt>
   0x00000000004075de <+24680>:	lea    rdi,[rip+0xab6f]        # 0x412154
   0x00000000004075e5 <+24687>:	call   0x401190 <puts@plt>
   0x00000000004075ea <+24692>:	lea    rdi,[rip+0xaa13]        # 0x412004
   0x00000000004075f1 <+24699>:	xor    esi,esi
   0x00000000004075f3 <+24701>:	xor    eax,eax
   0x00000000004075f5 <+24703>:	call   0x401250 <open@plt>
   0x00000000004075fa <+24708>:	mov    edi,eax
   0x00000000004075fc <+24710>:	test   eax,eax
   0x00000000004075fe <+24712>:	jns    0x407634 <win+24766>
   0x0000000000407600 <+24714>:	call   0x401180 <__errno_location@plt>
   0x0000000000407605 <+24719>:	mov    edi,DWORD PTR [rax]
   0x0000000000407607 <+24721>:	call   0x401280 <strerror@plt>
   0x000000000040760c <+24726>:	lea    rsi,[rip+0xa9f7]        # 0x41200a
   0x0000000000407613 <+24733>:	mov    edi,0x1
   0x0000000000407618 <+24738>:	mov    rdx,rax
   0x000000000040761b <+24741>:	xor    eax,eax
   0x000000000040761d <+24743>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407622 <+24748>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407627 <+24753>:	test   eax,eax
   0x0000000000407629 <+24755>:	je     0x4015d9 <win+99>
   0x000000000040762f <+24761>:	jmp    0x4015c1 <win+75>
   0x0000000000407634 <+24766>:	mov    edx,0x100
   0x0000000000407639 <+24771>:	mov    rsi,rbp
   0x000000000040763c <+24774>:	call   0x401200 <read@plt>
   0x0000000000407641 <+24779>:	test   eax,eax
   0x0000000000407643 <+24781>:	jg     0x40766f <win+24825>
   0x0000000000407645 <+24783>:	call   0x401180 <__errno_location@plt>
   0x000000000040764a <+24788>:	mov    edi,DWORD PTR [rax]
   0x000000000040764c <+24790>:	call   0x401280 <strerror@plt>
   0x0000000000407651 <+24795>:	mov    edi,0x1
   0x0000000000407656 <+24800>:	lea    rsi,[rip+0xaa4c]        # 0x4120a9
   0x000000000040765d <+24807>:	mov    rdx,rax
   0x0000000000407660 <+24810>:	xor    eax,eax
   0x0000000000407662 <+24812>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407667 <+24817>:	or     edi,0xffffffff
   0x000000000040766a <+24820>:	call   0x401260 <exit@plt>
   0x000000000040766f <+24825>:	movsxd rdx,eax
   0x0000000000407672 <+24828>:	mov    rsi,rbp
   0x0000000000407675 <+24831>:	mov    edi,0x1
   0x000000000040767a <+24836>:	call   0x4011a0 <write@plt>
   0x000000000040767f <+24841>:	lea    rdi,[rip+0xaace]        # 0x412154
   0x0000000000407686 <+24848>:	call   0x401190 <puts@plt>
   0x000000000040768b <+24853>:	lea    rdi,[rip+0xa972]        # 0x412004
   0x0000000000407692 <+24860>:	xor    esi,esi
   0x0000000000407694 <+24862>:	xor    eax,eax
   0x0000000000407696 <+24864>:	call   0x401250 <open@plt>
   0x000000000040769b <+24869>:	mov    edi,eax
   0x000000000040769d <+24871>:	test   eax,eax
   0x000000000040769f <+24873>:	jns    0x4076d5 <win+24927>
   0x00000000004076a1 <+24875>:	call   0x401180 <__errno_location@plt>
   0x00000000004076a6 <+24880>:	mov    edi,DWORD PTR [rax]
   0x00000000004076a8 <+24882>:	call   0x401280 <strerror@plt>
   0x00000000004076ad <+24887>:	lea    rsi,[rip+0xa956]        # 0x41200a
   0x00000000004076b4 <+24894>:	mov    edi,0x1
   0x00000000004076b9 <+24899>:	mov    rdx,rax
   0x00000000004076bc <+24902>:	xor    eax,eax
   0x00000000004076be <+24904>:	call   0x401230 <__printf_chk@plt>
   0x00000000004076c3 <+24909>:	call   0x4011e0 <geteuid@plt>
   0x00000000004076c8 <+24914>:	test   eax,eax
   0x00000000004076ca <+24916>:	je     0x4015d9 <win+99>
   0x00000000004076d0 <+24922>:	jmp    0x4015c1 <win+75>
   0x00000000004076d5 <+24927>:	mov    edx,0x100
   0x00000000004076da <+24932>:	mov    rsi,rbp
   0x00000000004076dd <+24935>:	call   0x401200 <read@plt>
   0x00000000004076e2 <+24940>:	test   eax,eax
   0x00000000004076e4 <+24942>:	jg     0x407710 <win+24986>
   0x00000000004076e6 <+24944>:	call   0x401180 <__errno_location@plt>
   0x00000000004076eb <+24949>:	mov    edi,DWORD PTR [rax]
   0x00000000004076ed <+24951>:	call   0x401280 <strerror@plt>
   0x00000000004076f2 <+24956>:	mov    edi,0x1
   0x00000000004076f7 <+24961>:	lea    rsi,[rip+0xa9ab]        # 0x4120a9
   0x00000000004076fe <+24968>:	mov    rdx,rax
   0x0000000000407701 <+24971>:	xor    eax,eax
   0x0000000000407703 <+24973>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407708 <+24978>:	or     edi,0xffffffff
   0x000000000040770b <+24981>:	call   0x401260 <exit@plt>
   0x0000000000407710 <+24986>:	movsxd rdx,eax
   0x0000000000407713 <+24989>:	mov    rsi,rbp
   0x0000000000407716 <+24992>:	mov    edi,0x1
   0x000000000040771b <+24997>:	call   0x4011a0 <write@plt>
   0x0000000000407720 <+25002>:	lea    rdi,[rip+0xaa2d]        # 0x412154
   0x0000000000407727 <+25009>:	call   0x401190 <puts@plt>
   0x000000000040772c <+25014>:	lea    rdi,[rip+0xa8d1]        # 0x412004
   0x0000000000407733 <+25021>:	xor    esi,esi
   0x0000000000407735 <+25023>:	xor    eax,eax
   0x0000000000407737 <+25025>:	call   0x401250 <open@plt>
   0x000000000040773c <+25030>:	mov    edi,eax
   0x000000000040773e <+25032>:	test   eax,eax
   0x0000000000407740 <+25034>:	jns    0x407776 <win+25088>
   0x0000000000407742 <+25036>:	call   0x401180 <__errno_location@plt>
   0x0000000000407747 <+25041>:	mov    edi,DWORD PTR [rax]
   0x0000000000407749 <+25043>:	call   0x401280 <strerror@plt>
   0x000000000040774e <+25048>:	lea    rsi,[rip+0xa8b5]        # 0x41200a
   0x0000000000407755 <+25055>:	mov    edi,0x1
   0x000000000040775a <+25060>:	mov    rdx,rax
   0x000000000040775d <+25063>:	xor    eax,eax
   0x000000000040775f <+25065>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407764 <+25070>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407769 <+25075>:	test   eax,eax
   0x000000000040776b <+25077>:	je     0x4015d9 <win+99>
   0x0000000000407771 <+25083>:	jmp    0x4015c1 <win+75>
   0x0000000000407776 <+25088>:	mov    edx,0x100
   0x000000000040777b <+25093>:	mov    rsi,rbp
   0x000000000040777e <+25096>:	call   0x401200 <read@plt>
   0x0000000000407783 <+25101>:	test   eax,eax
   0x0000000000407785 <+25103>:	jg     0x4077b1 <win+25147>
   0x0000000000407787 <+25105>:	call   0x401180 <__errno_location@plt>
   0x000000000040778c <+25110>:	mov    edi,DWORD PTR [rax]
   0x000000000040778e <+25112>:	call   0x401280 <strerror@plt>
   0x0000000000407793 <+25117>:	mov    edi,0x1
   0x0000000000407798 <+25122>:	lea    rsi,[rip+0xa90a]        # 0x4120a9
   0x000000000040779f <+25129>:	mov    rdx,rax
   0x00000000004077a2 <+25132>:	xor    eax,eax
   0x00000000004077a4 <+25134>:	call   0x401230 <__printf_chk@plt>
   0x00000000004077a9 <+25139>:	or     edi,0xffffffff
   0x00000000004077ac <+25142>:	call   0x401260 <exit@plt>
   0x00000000004077b1 <+25147>:	movsxd rdx,eax
   0x00000000004077b4 <+25150>:	mov    rsi,rbp
   0x00000000004077b7 <+25153>:	mov    edi,0x1
   0x00000000004077bc <+25158>:	call   0x4011a0 <write@plt>
   0x00000000004077c1 <+25163>:	lea    rdi,[rip+0xa98c]        # 0x412154
   0x00000000004077c8 <+25170>:	call   0x401190 <puts@plt>
   0x00000000004077cd <+25175>:	lea    rdi,[rip+0xa830]        # 0x412004
   0x00000000004077d4 <+25182>:	xor    esi,esi
   0x00000000004077d6 <+25184>:	xor    eax,eax
   0x00000000004077d8 <+25186>:	call   0x401250 <open@plt>
   0x00000000004077dd <+25191>:	mov    edi,eax
   0x00000000004077df <+25193>:	test   eax,eax
   0x00000000004077e1 <+25195>:	jns    0x407817 <win+25249>
   0x00000000004077e3 <+25197>:	call   0x401180 <__errno_location@plt>
   0x00000000004077e8 <+25202>:	mov    edi,DWORD PTR [rax]
   0x00000000004077ea <+25204>:	call   0x401280 <strerror@plt>
   0x00000000004077ef <+25209>:	lea    rsi,[rip+0xa814]        # 0x41200a
   0x00000000004077f6 <+25216>:	mov    edi,0x1
   0x00000000004077fb <+25221>:	mov    rdx,rax
   0x00000000004077fe <+25224>:	xor    eax,eax
   0x0000000000407800 <+25226>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407805 <+25231>:	call   0x4011e0 <geteuid@plt>
   0x000000000040780a <+25236>:	test   eax,eax
   0x000000000040780c <+25238>:	je     0x4015d9 <win+99>
   0x0000000000407812 <+25244>:	jmp    0x4015c1 <win+75>
   0x0000000000407817 <+25249>:	mov    edx,0x100
   0x000000000040781c <+25254>:	mov    rsi,rbp
   0x000000000040781f <+25257>:	call   0x401200 <read@plt>
   0x0000000000407824 <+25262>:	test   eax,eax
   0x0000000000407826 <+25264>:	jg     0x407852 <win+25308>
   0x0000000000407828 <+25266>:	call   0x401180 <__errno_location@plt>
   0x000000000040782d <+25271>:	mov    edi,DWORD PTR [rax]
   0x000000000040782f <+25273>:	call   0x401280 <strerror@plt>
   0x0000000000407834 <+25278>:	mov    edi,0x1
   0x0000000000407839 <+25283>:	lea    rsi,[rip+0xa869]        # 0x4120a9
   0x0000000000407840 <+25290>:	mov    rdx,rax
   0x0000000000407843 <+25293>:	xor    eax,eax
   0x0000000000407845 <+25295>:	call   0x401230 <__printf_chk@plt>
   0x000000000040784a <+25300>:	or     edi,0xffffffff
   0x000000000040784d <+25303>:	call   0x401260 <exit@plt>
   0x0000000000407852 <+25308>:	movsxd rdx,eax
   0x0000000000407855 <+25311>:	mov    rsi,rbp
   0x0000000000407858 <+25314>:	mov    edi,0x1
   0x000000000040785d <+25319>:	call   0x4011a0 <write@plt>
   0x0000000000407862 <+25324>:	lea    rdi,[rip+0xa8eb]        # 0x412154
   0x0000000000407869 <+25331>:	call   0x401190 <puts@plt>
   0x000000000040786e <+25336>:	lea    rdi,[rip+0xa78f]        # 0x412004
   0x0000000000407875 <+25343>:	xor    esi,esi
   0x0000000000407877 <+25345>:	xor    eax,eax
   0x0000000000407879 <+25347>:	call   0x401250 <open@plt>
   0x000000000040787e <+25352>:	mov    edi,eax
   0x0000000000407880 <+25354>:	test   eax,eax
   0x0000000000407882 <+25356>:	jns    0x4078b8 <win+25410>
   0x0000000000407884 <+25358>:	call   0x401180 <__errno_location@plt>
   0x0000000000407889 <+25363>:	mov    edi,DWORD PTR [rax]
   0x000000000040788b <+25365>:	call   0x401280 <strerror@plt>
   0x0000000000407890 <+25370>:	lea    rsi,[rip+0xa773]        # 0x41200a
   0x0000000000407897 <+25377>:	mov    edi,0x1
   0x000000000040789c <+25382>:	mov    rdx,rax
   0x000000000040789f <+25385>:	xor    eax,eax
   0x00000000004078a1 <+25387>:	call   0x401230 <__printf_chk@plt>
   0x00000000004078a6 <+25392>:	call   0x4011e0 <geteuid@plt>
   0x00000000004078ab <+25397>:	test   eax,eax
   0x00000000004078ad <+25399>:	je     0x4015d9 <win+99>
   0x00000000004078b3 <+25405>:	jmp    0x4015c1 <win+75>
   0x00000000004078b8 <+25410>:	mov    edx,0x100
   0x00000000004078bd <+25415>:	mov    rsi,rbp
   0x00000000004078c0 <+25418>:	call   0x401200 <read@plt>
   0x00000000004078c5 <+25423>:	test   eax,eax
   0x00000000004078c7 <+25425>:	jg     0x4078f3 <win+25469>
   0x00000000004078c9 <+25427>:	call   0x401180 <__errno_location@plt>
   0x00000000004078ce <+25432>:	mov    edi,DWORD PTR [rax]
   0x00000000004078d0 <+25434>:	call   0x401280 <strerror@plt>
   0x00000000004078d5 <+25439>:	mov    edi,0x1
   0x00000000004078da <+25444>:	lea    rsi,[rip+0xa7c8]        # 0x4120a9
   0x00000000004078e1 <+25451>:	mov    rdx,rax
   0x00000000004078e4 <+25454>:	xor    eax,eax
   0x00000000004078e6 <+25456>:	call   0x401230 <__printf_chk@plt>
   0x00000000004078eb <+25461>:	or     edi,0xffffffff
   0x00000000004078ee <+25464>:	call   0x401260 <exit@plt>
   0x00000000004078f3 <+25469>:	movsxd rdx,eax
   0x00000000004078f6 <+25472>:	mov    rsi,rbp
   0x00000000004078f9 <+25475>:	mov    edi,0x1
   0x00000000004078fe <+25480>:	call   0x4011a0 <write@plt>
   0x0000000000407903 <+25485>:	lea    rdi,[rip+0xa84a]        # 0x412154
   0x000000000040790a <+25492>:	call   0x401190 <puts@plt>
   0x000000000040790f <+25497>:	lea    rdi,[rip+0xa6ee]        # 0x412004
   0x0000000000407916 <+25504>:	xor    esi,esi
   0x0000000000407918 <+25506>:	xor    eax,eax
   0x000000000040791a <+25508>:	call   0x401250 <open@plt>
   0x000000000040791f <+25513>:	mov    edi,eax
   0x0000000000407921 <+25515>:	test   eax,eax
   0x0000000000407923 <+25517>:	jns    0x407959 <win+25571>
   0x0000000000407925 <+25519>:	call   0x401180 <__errno_location@plt>
   0x000000000040792a <+25524>:	mov    edi,DWORD PTR [rax]
   0x000000000040792c <+25526>:	call   0x401280 <strerror@plt>
   0x0000000000407931 <+25531>:	lea    rsi,[rip+0xa6d2]        # 0x41200a
   0x0000000000407938 <+25538>:	mov    edi,0x1
   0x000000000040793d <+25543>:	mov    rdx,rax
   0x0000000000407940 <+25546>:	xor    eax,eax
   0x0000000000407942 <+25548>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407947 <+25553>:	call   0x4011e0 <geteuid@plt>
   0x000000000040794c <+25558>:	test   eax,eax
   0x000000000040794e <+25560>:	je     0x4015d9 <win+99>
   0x0000000000407954 <+25566>:	jmp    0x4015c1 <win+75>
   0x0000000000407959 <+25571>:	mov    edx,0x100
   0x000000000040795e <+25576>:	mov    rsi,rbp
   0x0000000000407961 <+25579>:	call   0x401200 <read@plt>
   0x0000000000407966 <+25584>:	test   eax,eax
   0x0000000000407968 <+25586>:	jg     0x407994 <win+25630>
   0x000000000040796a <+25588>:	call   0x401180 <__errno_location@plt>
   0x000000000040796f <+25593>:	mov    edi,DWORD PTR [rax]
   0x0000000000407971 <+25595>:	call   0x401280 <strerror@plt>
   0x0000000000407976 <+25600>:	mov    edi,0x1
   0x000000000040797b <+25605>:	lea    rsi,[rip+0xa727]        # 0x4120a9
   0x0000000000407982 <+25612>:	mov    rdx,rax
   0x0000000000407985 <+25615>:	xor    eax,eax
   0x0000000000407987 <+25617>:	call   0x401230 <__printf_chk@plt>
   0x000000000040798c <+25622>:	or     edi,0xffffffff
   0x000000000040798f <+25625>:	call   0x401260 <exit@plt>
   0x0000000000407994 <+25630>:	movsxd rdx,eax
   0x0000000000407997 <+25633>:	mov    rsi,rbp
   0x000000000040799a <+25636>:	mov    edi,0x1
   0x000000000040799f <+25641>:	call   0x4011a0 <write@plt>
   0x00000000004079a4 <+25646>:	lea    rdi,[rip+0xa7a9]        # 0x412154
   0x00000000004079ab <+25653>:	call   0x401190 <puts@plt>
   0x00000000004079b0 <+25658>:	lea    rdi,[rip+0xa64d]        # 0x412004
   0x00000000004079b7 <+25665>:	xor    esi,esi
   0x00000000004079b9 <+25667>:	xor    eax,eax
   0x00000000004079bb <+25669>:	call   0x401250 <open@plt>
   0x00000000004079c0 <+25674>:	mov    edi,eax
   0x00000000004079c2 <+25676>:	test   eax,eax
   0x00000000004079c4 <+25678>:	jns    0x4079fa <win+25732>
   0x00000000004079c6 <+25680>:	call   0x401180 <__errno_location@plt>
   0x00000000004079cb <+25685>:	mov    edi,DWORD PTR [rax]
   0x00000000004079cd <+25687>:	call   0x401280 <strerror@plt>
   0x00000000004079d2 <+25692>:	lea    rsi,[rip+0xa631]        # 0x41200a
   0x00000000004079d9 <+25699>:	mov    edi,0x1
   0x00000000004079de <+25704>:	mov    rdx,rax
   0x00000000004079e1 <+25707>:	xor    eax,eax
   0x00000000004079e3 <+25709>:	call   0x401230 <__printf_chk@plt>
   0x00000000004079e8 <+25714>:	call   0x4011e0 <geteuid@plt>
   0x00000000004079ed <+25719>:	test   eax,eax
   0x00000000004079ef <+25721>:	je     0x4015d9 <win+99>
   0x00000000004079f5 <+25727>:	jmp    0x4015c1 <win+75>
   0x00000000004079fa <+25732>:	mov    edx,0x100
   0x00000000004079ff <+25737>:	mov    rsi,rbp
   0x0000000000407a02 <+25740>:	call   0x401200 <read@plt>
   0x0000000000407a07 <+25745>:	test   eax,eax
   0x0000000000407a09 <+25747>:	jg     0x407a35 <win+25791>
   0x0000000000407a0b <+25749>:	call   0x401180 <__errno_location@plt>
   0x0000000000407a10 <+25754>:	mov    edi,DWORD PTR [rax]
   0x0000000000407a12 <+25756>:	call   0x401280 <strerror@plt>
   0x0000000000407a17 <+25761>:	mov    edi,0x1
   0x0000000000407a1c <+25766>:	lea    rsi,[rip+0xa686]        # 0x4120a9
   0x0000000000407a23 <+25773>:	mov    rdx,rax
   0x0000000000407a26 <+25776>:	xor    eax,eax
   0x0000000000407a28 <+25778>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407a2d <+25783>:	or     edi,0xffffffff
   0x0000000000407a30 <+25786>:	call   0x401260 <exit@plt>
   0x0000000000407a35 <+25791>:	mov    rbp,rsp
   0x0000000000407a38 <+25794>:	movsxd rdx,eax
   0x0000000000407a3b <+25797>:	mov    edi,0x1
   0x0000000000407a40 <+25802>:	mov    rsi,rbp
   0x0000000000407a43 <+25805>:	call   0x4011a0 <write@plt>
   0x0000000000407a48 <+25810>:	lea    rdi,[rip+0xa705]        # 0x412154
   0x0000000000407a4f <+25817>:	call   0x401190 <puts@plt>
   0x0000000000407a54 <+25822>:	lea    rdi,[rip+0xa5a9]        # 0x412004
   0x0000000000407a5b <+25829>:	xor    esi,esi
   0x0000000000407a5d <+25831>:	xor    eax,eax
   0x0000000000407a5f <+25833>:	call   0x401250 <open@plt>
   0x0000000000407a64 <+25838>:	mov    edi,eax
   0x0000000000407a66 <+25840>:	test   eax,eax
   0x0000000000407a68 <+25842>:	jns    0x407a9e <win+25896>
   0x0000000000407a6a <+25844>:	call   0x401180 <__errno_location@plt>
   0x0000000000407a6f <+25849>:	mov    edi,DWORD PTR [rax]
   0x0000000000407a71 <+25851>:	call   0x401280 <strerror@plt>
   0x0000000000407a76 <+25856>:	lea    rsi,[rip+0xa58d]        # 0x41200a
   0x0000000000407a7d <+25863>:	mov    edi,0x1
   0x0000000000407a82 <+25868>:	mov    rdx,rax
   0x0000000000407a85 <+25871>:	xor    eax,eax
   0x0000000000407a87 <+25873>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407a8c <+25878>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407a91 <+25883>:	test   eax,eax
   0x0000000000407a93 <+25885>:	je     0x4015d9 <win+99>
   0x0000000000407a99 <+25891>:	jmp    0x4015c1 <win+75>
   0x0000000000407a9e <+25896>:	mov    edx,0x100
   0x0000000000407aa3 <+25901>:	mov    rsi,rbp
   0x0000000000407aa6 <+25904>:	call   0x401200 <read@plt>
   0x0000000000407aab <+25909>:	test   eax,eax
   0x0000000000407aad <+25911>:	jg     0x407ad9 <win+25955>
   0x0000000000407aaf <+25913>:	call   0x401180 <__errno_location@plt>
   0x0000000000407ab4 <+25918>:	mov    edi,DWORD PTR [rax]
   0x0000000000407ab6 <+25920>:	call   0x401280 <strerror@plt>
   0x0000000000407abb <+25925>:	mov    edi,0x1
   0x0000000000407ac0 <+25930>:	lea    rsi,[rip+0xa5e2]        # 0x4120a9
   0x0000000000407ac7 <+25937>:	mov    rdx,rax
   0x0000000000407aca <+25940>:	xor    eax,eax
   0x0000000000407acc <+25942>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407ad1 <+25947>:	or     edi,0xffffffff
   0x0000000000407ad4 <+25950>:	call   0x401260 <exit@plt>
   0x0000000000407ad9 <+25955>:	movsxd rdx,eax
   0x0000000000407adc <+25958>:	mov    rsi,rbp
   0x0000000000407adf <+25961>:	mov    edi,0x1
   0x0000000000407ae4 <+25966>:	call   0x4011a0 <write@plt>
   0x0000000000407ae9 <+25971>:	lea    rdi,[rip+0xa664]        # 0x412154
   0x0000000000407af0 <+25978>:	call   0x401190 <puts@plt>
   0x0000000000407af5 <+25983>:	lea    rdi,[rip+0xa508]        # 0x412004
   0x0000000000407afc <+25990>:	xor    esi,esi
   0x0000000000407afe <+25992>:	xor    eax,eax
   0x0000000000407b00 <+25994>:	call   0x401250 <open@plt>
   0x0000000000407b05 <+25999>:	mov    edi,eax
   0x0000000000407b07 <+26001>:	test   eax,eax
   0x0000000000407b09 <+26003>:	jns    0x407b3f <win+26057>
   0x0000000000407b0b <+26005>:	call   0x401180 <__errno_location@plt>
   0x0000000000407b10 <+26010>:	mov    edi,DWORD PTR [rax]
   0x0000000000407b12 <+26012>:	call   0x401280 <strerror@plt>
   0x0000000000407b17 <+26017>:	lea    rsi,[rip+0xa4ec]        # 0x41200a
   0x0000000000407b1e <+26024>:	mov    edi,0x1
   0x0000000000407b23 <+26029>:	mov    rdx,rax
   0x0000000000407b26 <+26032>:	xor    eax,eax
   0x0000000000407b28 <+26034>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407b2d <+26039>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407b32 <+26044>:	test   eax,eax
   0x0000000000407b34 <+26046>:	je     0x4015d9 <win+99>
   0x0000000000407b3a <+26052>:	jmp    0x4015c1 <win+75>
   0x0000000000407b3f <+26057>:	mov    edx,0x100
   0x0000000000407b44 <+26062>:	mov    rsi,rbp
   0x0000000000407b47 <+26065>:	call   0x401200 <read@plt>
   0x0000000000407b4c <+26070>:	test   eax,eax
   0x0000000000407b4e <+26072>:	jg     0x407b7a <win+26116>
